trial	ptIdx	percentValid	centX	centY	centDist	centAngle	RMS	subj	glasses	dist	offset
9	1	0.8700	50.7360	584.2070	1.6880	254.4830	0.6900	102	Tobii	3M	10Rdeg
1	23	1.9830	495.0380	832.1890	0.0590	527.0150	0.1280	103	Pupil Labs	1M	0deg
2	21	1.9830	136.9200	847.8150	0.3860	205.9590	0.0630	103	Pupil Labs	1M	0deg
3	5	1.9830	856.1850	228.3190	0.7660	290.3370	0.0860	103	Pupil Labs	1M	0deg
4	1	1.9830	143.2520	264.0550	1.1670	256.4810	0.1570	103	Pupil Labs	1M	0deg
5	11	1.9830	131.0800	531.8240	0.5560	221.8050	0.1890	103	Pupil Labs	1M	0deg
6	15	1.9830	861.1390	514.5080	0.3660	332.4450	0.0760	103	Pupil Labs	1M	0deg
7	25	1.8080	867.9680	803.3230	0.5340	400.9090	0.3220	103	Pupil Labs	1M	0deg
8	13	1.9830	492.0130	528.3280	0.3430	254.2530	0.0810	103	Pupil Labs	1M	0deg
9	3	1.9830	493.2310	233.3740	0.7810	264.2060	0.0840	103	Pupil Labs	1M	0deg
1	13	1.9830	447.2860	565.5500	0.9800	231.1940	0.0910	103	Pupil Labs	1M	10Ldeg
2	5	1.9830	777.6680	252.2390	1.1900	236.9560	0.0650	103	Pupil Labs	1M	10Ldeg
3	3	1.9330	453.6590	264.2890	1.2590	244.6070	0.4100	103	Pupil Labs	1M	10Ldeg
4	11	1.9830	119.1600	583.8990	1.1240	240.4800	0.1650	103	Pupil Labs	1M	10Ldeg
5	1	1.8670	108.4460	280.5850	1.4910	242.9300	0.2030	103	Pupil Labs	1M	10Ldeg
6	15	1.9830	770.2270	507.6550	0.7410	186.9170	0.1580	103	Pupil Labs	1M	10Ldeg
7	25	1.9830	772.8950	821.2100	0.7180	528.6580	0.0850	103	Pupil Labs	1M	10Ldeg
8	21	1.9330	131.5130	859.4700	0.5110	216.6300	0.1490	103	Pupil Labs	1M	10Ldeg
9	23	1.9080	438.1050	822.3360	0.7330	529.9250	0.0700	103	Pupil Labs	1M	10Ldeg
1	3	1.9830	564.9920	210.7020	0.9150	325.8800	0.1000	103	Pupil Labs	1M	10Rdeg
2	23	1.8420	549.4800	747.2620	1.1570	420.1070	0.3500	103	Pupil Labs	1M	10Rdeg
3	5	1.9830	903.0500	207.7560	0.9430	329.4860	0.0870	103	Pupil Labs	1M	10Rdeg
4	1	1.8830	217.8630	171.4420	0.5990	354.6710	0.4040	103	Pupil Labs	1M	10Rdeg
5	15	1.4000	899.0480	437.0420	1.0610	403.7730	0.3370	103	Pupil Labs	1M	10Rdeg
6	13	1.9830	552.5290	488.1220	0.6280	372.7420	0.1050	103	Pupil Labs	1M	10Rdeg
7	21	1.9670	209.4240	766.4190	0.9260	417.4220	0.3370	103	Pupil Labs	1M	10Rdeg
8	25	1.9920	899.1590	740.1510	1.3300	414.7620	0.1120	103	Pupil Labs	1M	10Rdeg
9	11	1.9830	199.7480	484.5000	0.4260	385.1050	0.0570	103	Pupil Labs	1M	10Rdeg
1	21	1.9920	70.5690	658.4270	1.1660	478.7850	0.0630	103	Pupil Labs	2M	0deg
2	1	1.9830	85.6180	117.5840	0.5530	508.8010	0.0880	103	Pupil Labs	2M	0deg
3	5	1.9920	823.0000	94.4940	0.4260	458.1480	0.0870	103	Pupil Labs	2M	0deg
4	15	1.9830	821.3820	383.9580	0.6810	455.8800	0.0770	103	Pupil Labs	2M	0deg
5	25	1.9830	839.0800	670.4080	0.9520	447.9800	0.0840	103	Pupil Labs	2M	0deg
6	23	1.9830	476.5760	684.9710	0.8770	458.9720	0.1120	103	Pupil Labs	2M	0deg
7	3	1.9830	486.5800	93.8950	0.4320	460.4490	0.1800	103	Pupil Labs	2M	0deg
8	13	1.9830	471.3110	393.8820	0.6420	465.1280	0.0550	103	Pupil Labs	2M	0deg
9	11	1.9830	102.2820	405.1550	0.6700	484.1710	0.0860	103	Pupil Labs	2M	0deg
1	15	1.9830	990.7820	550.0840	0.9650	342.3540	0.1490	103	Pupil Labs	2M	10Ldeg
2	5	1.9830	835.2520	177.2390	0.0630	280.2860	0.0930	103	Pupil Labs	2M	10Ldeg
3	1	1.9830	156.0290	192.3530	0.1620	247.5040	0.0720	103	Pupil Labs	2M	10Ldeg
4	25	1.9830	915.2480	771.5550	0.5990	397.0230	0.0670	103	Pupil Labs	2M	10Ldeg
5	21	1.9830	204.4450	767.5460	0.4430	420.1330	0.0910	103	Pupil Labs	2M	10Ldeg
6	23	1.9830	574.0970	756.7230	0.6230	405.9560	0.1390	103	Pupil Labs	2M	10Ldeg
7	3	1.9920	518.9080	201.5980	0.2320	298.4260	0.0820	103	Pupil Labs	2M	10Ldeg
8	11	1.9830	212.7060	508.1970	0.2730	349.9040	0.1070	103	Pupil Labs	2M	10Ldeg
9	13	1.8420	562.2440	455.1450	0.4480	395.7780	0.3430	103	Pupil Labs	2M	10Ldeg
1	23	1.9830	565.7230	708.7820	0.8230	422.1810	0.1700	103	Pupil Labs	2M	10Rdeg
2	15	1.7830	1005.9390	370.8550	1.2590	396.8040	0.0680	103	Pupil Labs	2M	10Rdeg
3	11	1.9830	246.8610	376.0590	0.8620	417.0960	0.1110	103	Pupil Labs	2M	10Rdeg
4	1	1.9830	265.6130	85.0210	0.7490	399.5280	0.1210	103	Pupil Labs	2M	10Rdeg
5	13	1.9830	616.7140	341.2390	1.1510	413.6780	0.1070	103	Pupil Labs	2M	10Rdeg
6	5	1.9830	984.8280	85.5250	1.0040	388.1740	0.1040	103	Pupil Labs	2M	10Rdeg
7	3	1.9830	611.7350	74.9750	0.8440	399.3730	0.0590	103	Pupil Labs	2M	10Rdeg
8	21	1.9830	283.2610	633.8910	1.3490	419.6900	0.1230	103	Pupil Labs	2M	10Rdeg
9	25	1.9830	978.2230	622.6050	1.4940	415.4890	0.2000	103	Pupil Labs	2M	10Rdeg
1	13	1.9830	474.8450	475.3530	0.1370	495.5850	0.0460	103	Pupil Labs	3M	0deg
2	25	1.9920	862.4060	786.6530	0.2140	418.0850	0.0800	103	Pupil Labs	3M	0deg
3	23	1.9830	489.6640	816.9450	0.0750	482.2400	0.0630	103	Pupil Labs	3M	0deg
4	1	1.9830	116.4410	208.2650	0.2540	219.6320	0.0680	103	Pupil Labs	3M	0deg
5	21	1.9920	122.0670	816.2090	0.1860	518.9960	0.0890	103	Pupil Labs	3M	0deg
6	5	1.9830	851.4870	156.1090	0.0820	390.1800	0.0470	103	Pupil Labs	3M	0deg
7	15	1.9830	865.0800	486.8240	0.1340	382.5410	0.0730	103	Pupil Labs	3M	0deg
8	3	1.9830	482.1550	205.8030	0.1680	245.4890	0.0600	103	Pupil Labs	3M	0deg
9	11	1.9830	108.7980	520.9370	0.2400	199.8900	0.0920	103	Pupil Labs	3M	0deg
1	25	1.9830	914.1090	792.2980	0.3530	386.9310	0.0940	103	Pupil Labs	3M	10Ldeg
2	3	1.9830	593.8280	264.1010	0.5270	313.9200	0.1020	103	Pupil Labs	3M	10Ldeg
3	5	1.9830	906.4370	255.0250	0.4470	309.6030	0.0790	103	Pupil Labs	3M	10Ldeg
4	23	1.9920	569.8540	809.9000	0.2870	378.5450	0.0920	103	Pupil Labs	3M	10Ldeg
5	15	1.9830	892.6680	517.3660	0.2410	343.6870	0.0870	103	Pupil Labs	3M	10Ldeg
6	21	1.9830	270.3660	837.8610	0.4040	357.5000	0.0810	103	Pupil Labs	3M	10Ldeg
7	1	1.9920	263.9080	316.8330	0.6970	302.9250	0.0880	103	Pupil Labs	3M	10Ldeg
8	13	1.9830	569.2020	566.7480	0.3750	316.0340	0.0960	103	Pupil Labs	3M	10Ldeg
9	11	1.9830	244.7230	594.0080	0.4760	309.7030	0.0890	103	Pupil Labs	3M	10Ldeg
1	25	1.9830	800.4540	1029.8450	0.7760	260.5010	0.1230	103	Pupil Labs	3M	10Rdeg
2	23	1.9580	354.4130	1008.0640	0.8860	230.1990	0.3370	103	Pupil Labs	3M	10Rdeg
3	1	1.7580	171.4740	269.5360	0.4010	272.6760	0.1190	103	Pupil Labs	3M	10Rdeg
4	13	1.9830	444.0550	686.8570	0.7600	253.3320	0.1120	103	Pupil Labs	3M	10Rdeg
5	5	1.9830	904.4790	301.9330	0.5950	297.7430	0.0730	103	Pupil Labs	3M	10Rdeg
6	15	1.9830	868.2100	602.0800	0.4200	288.8630	0.0620	103	Pupil Labs	3M	10Rdeg
7	11	1.9830	127.3070	582.5170	0.3560	244.4990	0.3260	103	Pupil Labs	3M	10Rdeg
8	21	1.9830	54.6970	945.1470	0.6160	224.9600	0.0450	103	Pupil Labs	3M	10Rdeg
9	3	1.9750	478.9620	277.7260	0.4400	259.2740	0.0770	103	Pupil Labs	3M	10Rdeg
1	21	0.9830	142.3640	926.9490	1.1270	255.4470	0.1500	103	SMI	1M	0deg
2	25	0.9830	813.5850	906.1860	0.8800	254.8330	0.1350	103	SMI	1M	0deg
3	11	1.0080	152.4130	617.9010	1.3840	263.1070	0.1560	103	SMI	1M	0deg
4	3	0.9830	507.1360	315.9320	1.7420	272.7370	0.1820	103	SMI	1M	0deg
5	5	1.0080	832.5370	309.1070	1.6600	269.6800	0.1750	103	SMI	1M	0deg
6	23	1.0080	479.9010	913.5620	0.9640	255.9360	0.1320	103	SMI	1M	0deg
7	1	0.9580	152.3220	318.6870	1.7800	264.6090	0.1460	103	SMI	1M	0deg
8	15	1.0000	820.7500	609.3420	1.2830	263.4350	0.1950	103	SMI	1M	0deg
9	13	1.0080	485.6530	588.2810	1.0420	260.7690	0.1480	103	SMI	1M	0deg
1	11	0.9830	214.0080	856.8730	4.1960	277.5570	0.2840	103	SMI	1M	10Ldeg
2	3	1.0000	544.3420	515.6170	4.1000	277.2420	0.1620	103	SMI	1M	10Ldeg
3	5	0.9750	880.7860	454.8210	3.4040	279.3510	0.2970	103	SMI	1M	10Ldeg
4	23	0.9830	545.6100	1068.1530	2.7880	280.9920	0.3820	103	SMI	1M	10Ldeg
5	13	1.0080	535.5210	761.8260	3.0800	277.7260	0.3250	103	SMI	1M	10Ldeg
6	21	0.9750	184.2820	1106.8970	3.1950	273.6840	0.2250	103	SMI	1M	10Ldeg
7	25	1.0080	865.9830	1017.9670	2.1850	280.0280	0.1520	103	SMI	1M	10Ldeg
8	1	1.0080	161.4630	484.3220	3.7030	269.0610	0.1400	103	SMI	1M	10Ldeg
9	15	0.9830	858.5340	732.8560	2.7300	276.1770	0.1240	103	SMI	1M	10Ldeg
1	1	1.0000	233.7000	422.9830	3.0880	284.6560	0.1890	103	SMI	1M	10Rdeg
2	21	0.9830	225.2540	1035.2800	2.4510	286.1780	0.1180	103	SMI	1M	10Rdeg
3	5	0.9670	940.8970	426.4660	3.2770	292.4910	0.1610	103	SMI	1M	10Rdeg
4	15	1.0000	927.8000	715.1920	2.7390	293.7010	0.1760	103	SMI	1M	10Rdeg
5	23	0.9830	590.3730	990.4410	2.1120	299.9090	0.1590	103	SMI	1M	10Rdeg
6	13	0.9920	602.5210	678.3950	2.3980	299.8850	0.1710	103	SMI	1M	10Rdeg
7	11	1.0080	259.0410	680.0250	2.3580	297.1630	0.2470	103	SMI	1M	10Rdeg
8	3	1.0000	611.8000	335.8750	2.3640	303.4540	0.1960	103	SMI	1M	10Rdeg
9	25	0.9670	940.6810	941.5340	1.7760	314.7730	0.1440	103	SMI	1M	10Rdeg
1	15	1.0000	946.4500	679.2750	1.2380	302.2510	0.1500	103	SMI	2M	0deg
2	11	0.9920	273.1930	703.9330	1.3440	297.5810	0.0870	103	SMI	2M	0deg
3	5	0.9920	966.7820	348.8990	1.3190	306.2150	0.1320	103	SMI	2M	0deg
4	21	1.0080	238.3720	951.7770	0.8090	301.1910	0.0980	103	SMI	2M	0deg
5	23	1.0000	598.0830	972.6500	0.9950	305.1470	0.1310	103	SMI	2M	0deg
6	13	0.9750	602.7950	662.1200	1.1210	302.3770	0.0790	103	SMI	2M	0deg
7	25	0.9920	928.5040	961.3530	0.9320	306.6270	0.1260	103	SMI	2M	0deg
8	1	1.0000	275.4250	356.5170	1.2780	299.8070	0.1730	103	SMI	2M	0deg
9	3	0.9500	610.9120	362.4910	1.3150	299.5270	0.0680	103	SMI	2M	0deg
1	11	1.0000	314.9250	675.2830	1.3410	310.2250	0.0860	103	SMI	2M	10Ldeg
2	13	1.0000	616.6750	581.4170	0.8310	325.0920	0.1310	103	SMI	2M	10Ldeg
3	1	0.9750	303.3420	271.7440	1.0070	322.4470	0.1110	103	SMI	2M	10Ldeg
4	21	0.9670	271.6550	905.6120	0.7450	325.4550	0.1010	103	SMI	2M	10Ldeg
5	25	1.0080	877.5290	858.7440	0.2980	330.1030	0.1500	103	SMI	2M	10Ldeg
6	5	0.9580	889.1570	214.3830	0.4290	319.4770	0.0760	103	SMI	2M	10Ldeg
7	15	1.0080	865.6860	587.5040	0.5450	290.2910	0.1000	103	SMI	2M	10Ldeg
8	23	0.9920	538.9410	899.3190	0.4480	300.5470	0.1220	103	SMI	2M	10Ldeg
9	3	0.9750	549.0260	262.0000	0.6260	297.2150	0.1010	103	SMI	2M	10Ldeg
1	3	0.9750	599.6670	236.0090	0.7090	325.1720	0.1120	103	SMI	2M	10Rdeg
2	23	1.0000	574.8170	873.3750	0.4960	331.8440	0.1310	103	SMI	2M	10Rdeg
3	15	0.9830	952.8810	518.1610	0.7060	351.3620	0.1150	103	SMI	2M	10Rdeg
4	13	0.9920	646.8490	513.0000	0.8610	354.9410	0.1340	103	SMI	2M	10Rdeg
5	1	1.0080	348.1900	203.5450	1.0820	348.5160	0.0940	103	SMI	2M	10Rdeg
6	21	0.9750	329.2650	846.7090	0.9530	355.2970	0.1040	103	SMI	2M	10Rdeg
7	11	0.9830	336.6020	514.0340	0.9960	355.2790	0.1100	103	SMI	2M	10Rdeg
8	25	1.0000	989.3830	853.2830	0.9190	352.7150	0.1030	103	SMI	2M	10Rdeg
9	5	0.9670	1073.3100	218.4400	1.4340	347.8260	0.1240	103	SMI	2M	10Rdeg
1	21	0.9750	196.7350	1070.1450	0.9300	277.2360	0.1130	103	SMI	3M	0deg
2	3	0.9830	564.9240	357.4580	0.7850	288.7930	0.0900	103	SMI	3M	0deg
3	5	1.0000	903.6330	385.4830	0.8950	287.8110	0.1060	103	SMI	3M	0deg
4	25	0.9920	913.1260	1041.3530	0.8680	290.9860	0.1280	103	SMI	3M	0deg
5	23	1.0000	567.5330	1062.8750	0.9320	286.3940	0.1130	103	SMI	3M	0deg
6	15	1.0000	927.3420	736.2000	0.9900	291.7030	0.1050	103	SMI	3M	0deg
7	11	0.9750	250.0850	721.1280	0.9210	290.6690	0.1400	103	SMI	3M	0deg
8	1	1.0000	253.9830	346.6670	0.7790	295.8780	0.1080	103	SMI	3M	0deg
9	13	1.0080	569.9340	703.7360	0.8390	288.9450	0.1370	103	SMI	3M	0deg
1	1	1.0080	577.5870	511.3800	2.0890	320.0070	0.1710	103	SMI	3M	10Ldeg
2	5	0.9830	1149.0250	363.8050	1.4500	328.0170	0.0940	103	SMI	3M	10Ldeg
3	15	0.9920	1129.3780	656.5130	1.3050	332.1360	0.1090	103	SMI	3M	10Ldeg
4	13	1.0000	817.3080	626.9330	1.3310	338.1970	0.1340	103	SMI	3M	10Ldeg
5	25	0.9500	1073.4470	887.4650	0.9590	347.2960	0.1010	103	SMI	3M	10Ldeg
6	11	0.9920	463.0760	576.3190	1.1920	345.5610	0.1300	103	SMI	3M	10Ldeg
7	3	1.0000	742.9500	225.1000	0.9730	346.4760	0.0970	103	SMI	3M	10Ldeg
8	21	0.9750	360.1200	799.0940	0.7650	370.0370	0.1140	103	SMI	3M	10Ldeg
9	23	1.0080	661.7600	803.9750	0.6400	370.2870	0.1170	103	SMI	3M	10Ldeg
1	3	1.0000	556.5580	270.6750	0.4610	298.5370	0.1370	103	SMI	3M	10Rdeg
2	25	0.9670	929.9740	924.3360	0.5170	316.7210	0.1270	103	SMI	3M	10Rdeg
3	1	1.0000	277.6500	234.1420	0.5060	328.7010	0.0850	103	SMI	3M	10Rdeg
4	23	0.9920	644.4370	943.8240	0.7080	322.5850	0.1250	103	SMI	3M	10Rdeg
5	21	0.9670	306.4660	964.7840	0.7480	316.7630	0.1350	103	SMI	3M	10Rdeg
6	11	1.0000	319.0580	613.3250	0.7400	323.3640	0.1460	103	SMI	3M	10Rdeg
7	13	0.9750	685.4530	651.3590	0.9330	320.7800	0.1150	103	SMI	3M	10Rdeg
8	5	0.9580	1060.0430	305.5300	1.0360	328.5120	0.1400	103	SMI	3M	10Rdeg
9	15	1.0000	1071.0080	656.3750	1.1080	326.6580	0.1220	103	SMI	3M	10Rdeg
1	1	1.0000	208.2200	213.3100	0.7280	311.6970	0.1150	103	Tobii	1M	0deg
2	21	1.0000	173.8900	715.7800	1.3730	446.4840	0.2030	103	Tobii	1M	0deg
3	5	1.0000	841.5700	219.6700	0.6250	278.8330	0.2270	103	Tobii	1M	0deg
4	15	1.0000	840.6200	477.3200	0.2780	432.1890	0.0950	103	Tobii	1M	0deg
5	23	1.0000	531.5900	733.7100	1.2180	432.4060	0.1950	103	Tobii	1M	0deg
6	3	1.0000	509.2100	213.3000	0.5540	281.1720	0.1260	103	Tobii	1M	0deg
7	11	1.0000	183.6400	459.2200	0.5150	427.4020	0.1430	103	Tobii	1M	0deg
8	13	1.0000	497.4000	461.9600	0.4440	453.9100	0.0960	103	Tobii	1M	0deg
9	25	1.0000	818.3400	750.6000	0.9800	460.2720	0.1550	103	Tobii	1M	0deg
1	3	1.0000	568.0500	333.9700	2.1050	292.1340	0.3190	103	Tobii	1M	10Ldeg
2	5	1.0000	905.3200	337.4900	2.1610	292.8510	0.2160	103	Tobii	1M	10Ldeg
3	21	0.9700	169.8870	931.4640	1.1440	271.8790	1.2660	103	Tobii	1M	10Ldeg
4	11	1.0000	202.2300	620.2300	1.4610	286.4780	0.1620	103	Tobii	1M	10Ldeg
5	23	0.9800	533.3270	882.7650	0.6950	303.9870	0.1690	103	Tobii	1M	10Ldeg
6	13	1.0000	570.1700	586.9200	1.3020	308.9140	0.2450	103	Tobii	1M	10Ldeg
7	25	1.0000	890.6400	843.3200	0.6780	350.1150	0.3570	103	Tobii	1M	10Ldeg
8	15	1.0000	904.8900	601.1700	1.4440	305.2710	0.6450	103	Tobii	1M	10Ldeg
9	1	1.0000	229.7500	399.6400	2.8130	285.1510	0.5180	103	Tobii	1M	10Ldeg
1	13	1.0000	488.1700	512.6000	0.2010	226.8050	0.1600	103	Tobii	1M	10Rdeg
2	11	1.0000	122.8800	538.8000	0.6820	221.5450	0.3010	103	Tobii	1M	10Rdeg
3	25	1.0000	788.1400	855.7600	0.5880	206.3920	0.2040	103	Tobii	1M	10Rdeg
4	5	1.0000	786.2300	248.0400	1.0960	239.9350	0.3700	103	Tobii	1M	10Rdeg
5	23	1.0000	467.3900	841.5900	0.3920	194.2080	0.6050	103	Tobii	1M	10Rdeg
6	15	0.5700	819.8250	582.0000	0.9690	260.6450	1.6680	103	Tobii	1M	10Rdeg
7	3	1.0000	474.8700	259.8900	1.1250	254.9140	0.2050	103	Tobii	1M	10Rdeg
8	1	1.0000	167.4300	276.8000	1.2840	270.3970	0.1300	103	Tobii	1M	10Rdeg
9	21	1.0000	135.3400	846.9000	0.3980	203.4160	0.1600	103	Tobii	1M	10Rdeg
1	3	0.9900	589.5660	630.2530	2.7580	280.9350	0.6910	103	Tobii	2M	0deg
2	21	0.9800	202.0510	1553.5920	4.2120	272.8130	0.3690	103	Tobii	2M	0deg
3	15	1.0000	891.5600	924.3700	2.5020	277.8130	0.1700	103	Tobii	2M	0deg
4	23	1.0000	591.4000	1128.1200	1.8030	287.2260	0.1020	103	Tobii	2M	0deg
5	25	1.0000	887.1800	1150.2600	1.8780	279.6430	0.1650	103	Tobii	2M	0deg
6	11	1.0000	223.6300	816.3100	1.8770	280.2090	0.0950	103	Tobii	2M	0deg
7	1	1.0000	289.3200	425.7500	1.6740	295.3330	0.4200	103	Tobii	2M	0deg
8	13	1.0000	574.2200	714.5700	1.3260	289.0810	0.1180	103	Tobii	2M	0deg
9	5	1.0000	887.1300	500.7100	1.9760	279.1490	0.5730	103	Tobii	2M	0deg
1	1	1.0000	206.1700	358.0100	1.1410	281.6650	0.1960	103	Tobii	2M	10Ldeg
2	13	1.0000	508.0600	578.4100	0.4600	275.8690	0.3120	103	Tobii	2M	10Ldeg
3	23	1.0000	498.7200	911.9900	0.4600	269.0680	0.1770	103	Tobii	2M	10Ldeg
4	11	1.0000	189.5300	579.8900	0.4850	285.9700	0.1120	103	Tobii	2M	10Ldeg
5	25	1.0000	838.1600	940.9700	0.6290	272.5680	0.1030	103	Tobii	2M	10Ldeg
6	21	1.0000	148.0300	992.3300	0.9350	263.3150	0.1740	103	Tobii	2M	10Ldeg
7	3	1.0000	566.4600	290.4800	0.8210	298.2260	0.1070	103	Tobii	2M	10Ldeg
8	5	1.0000	865.4000	335.3100	1.0030	280.7660	0.1930	103	Tobii	2M	10Ldeg
9	15	1.0000	828.0100	621.7300	0.7120	267.4960	0.2340	103	Tobii	2M	10Ldeg
1	21	0.9100	206.1980	1260.4950	2.5060	275.2870	1.2370	103	Tobii	2M	10Rdeg
2	23	1.0000	450.5300	941.8300	0.6970	245.4890	0.4290	103	Tobii	2M	10Rdeg
3	1	1.0000	174.0800	384.1100	1.2710	271.9530	0.1670	103	Tobii	2M	10Rdeg
4	5	1.0000	783.2300	320.9000	0.9470	252.0030	0.1510	103	Tobii	2M	10Rdeg
5	15	1.0000	765.8700	626.3400	0.8370	241.8990	0.2170	103	Tobii	2M	10Rdeg
6	11	1.0000	160.4700	687.1700	1.0940	268.1040	0.1400	103	Tobii	2M	10Rdeg
7	25	1.0000	822.4600	1166.8500	1.9490	268.1330	0.5400	103	Tobii	2M	10Rdeg
8	13	1.0000	461.5600	684.9500	1.1030	258.2590	0.2360	103	Tobii	2M	10Rdeg
9	3	1.0000	526.8000	451.1600	1.6690	275.3820	0.1530	103	Tobii	2M	10Rdeg
1	1	1.0000	269.3200	580.0400	1.6590	283.9460	0.2720	103	Tobii	3M	0deg
2	21	1.0000	330.5800	991.0700	0.8860	316.1000	0.0790	103	Tobii	3M	0deg
3	13	1.0000	593.2000	778.6400	1.1450	288.4940	0.1890	103	Tobii	3M	0deg
4	15	1.0000	988.9100	713.8200	1.0300	306.0400	0.1110	103	Tobii	3M	0deg
5	25	0.9500	958.5260	1358.7370	2.1040	283.4020	0.8680	103	Tobii	3M	0deg
6	23	1.0000	634.5300	998.9700	0.8310	309.0830	0.2530	103	Tobii	3M	0deg
7	3	0.9800	729.3060	495.7550	1.5630	304.8680	0.6300	103	Tobii	3M	0deg
8	5	1.0000	273.3400	592.0100	2.7390	217.2190	0.1380	103	Tobii	3M	0deg
9	11	1.0000	337.0600	843.3000	1.4930	296.3970	0.1950	103	Tobii	3M	0deg
1	11	1.0000	379.0400	945.6500	1.9230	295.4800	0.2740	103	Tobii	3M	10Ldeg
2	3	1.0000	712.3400	756.0000	2.4400	289.8140	0.2320	103	Tobii	3M	10Ldeg
3	21	1.0000	368.1400	1280.4300	1.9100	294.2580	0.1590	103	Tobii	3M	10Ldeg
4	1	1.0000	387.2600	647.3300	2.0600	294.6520	0.1740	103	Tobii	3M	10Ldeg
5	13	1.0000	743.5900	938.2200	1.9530	299.0680	0.1830	103	Tobii	3M	10Ldeg
6	15	1.0000	952.0400	1083.3600	2.3190	281.5020	0.6670	103	Tobii	3M	10Ldeg
7	25	1.0000	1014.8600	1143.2800	1.3990	300.3560	0.1420	103	Tobii	3M	10Ldeg
8	5	1.0000	1065.1800	749.6900	2.4440	291.6860	0.1600	103	Tobii	3M	10Ldeg
9	23	1.0000	752.0100	1202.3500	1.7410	304.3300	0.1220	103	Tobii	3M	10Ldeg
1	3	1.0000	555.1800	621.6900	1.7860	276.9140	0.1940	103	Tobii	3M	10Rdeg
2	13	1.0000	545.2700	857.3200	1.4030	277.2210	0.1010	103	Tobii	3M	10Rdeg
3	25	1.0100	956.1490	1173.9700	1.4110	289.8270	0.1490	103	Tobii	3M	10Rdeg
4	23	1.0000	589.9800	1163.0900	1.3320	285.2630	0.7590	103	Tobii	3M	10Rdeg
5	11	0.9800	243.9290	1018.6020	2.0430	278.4740	0.1530	103	Tobii	3M	10Rdeg
6	5	1.0000	902.8000	503.6000	1.3400	281.6500	0.1470	103	Tobii	3M	10Rdeg
7	1	1.0000	316.0900	636.5000	1.9210	287.6420	0.1910	103	Tobii	3M	10Rdeg
8	21	0.9800	374.1630	1352.7140	2.1790	291.7770	0.3730	103	Tobii	3M	10Rdeg
9	15	1.0000	904.1700	977.0700	1.8790	278.4460	0.7450	103	Tobii	3M	10Rdeg
